Name,SMILES,outer_fold,max_similarity_to_train,min_euclidean_distance_to_train,max_cosine_similarity_to_train
15283106,COc1ccc(cc1)NC(=O)C(C)N1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.463768115942029,1.9260786588296446,0.9989976264630923
15267776,Cc1ccc(c(c1)NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F)C,1,0.4189189189189189,1.2646521260808314,0.999068617846245
15276004,Fc1cccc(c1)NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.4788732394366197,1.318879069513348,0.9990617604667172
15270501,Cc1ccc(cc1)NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.42857142857142855,1.7151810400072298,0.9990668067056151
16678763,Cc1cccc(c1)NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.4722222222222222,1.6859842822521633,0.9990631226692238
15288168,FC(F)(F)c1ccc(nc1)N1CCCN(CC1)CC(=O)Nc1ccccc1,1,0.5,1.6719066959615234,0.9994469985991215
15267170,Cc1ccc(c(c1)F)NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.41333333333333333,1.6508879428964829,0.99926091378974
15267772,FC(F)(F)c1ccc(nc1)N1CCCN(CC1)CC(=O)Nc1ccccc1Cl,1,0.4520547945205479,1.2672245262776274,0.9990688004059594
43423180,COc1ccc(cc1NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F)Cl,1,0.44871794871794873,1.6681112073240587,0.9990559691751598
15275058,Fc1ccccc1NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.4782608695652174,1.5535063566012977,0.9989888721090442
12013114,CN1C(=O)N(CC(=O)NCc2ccc(cc2)Cl)C(=O)C21CCCCC2,1,0.4098360655737705,2.0222813849708228,0.9992661715640185
303172217,CC1=C2N(C(=O)C(=C1)Nc1cc(ncn1)N)C1(CCCCC1)NC2=O,1,0.26865671641791045,3.6855661708898872,0.9989527162697427
24093551,Cc1cccc(n1)NC(=O)c1ccccc1-c1ccccc1,1,0.5333333333333333,1.528281060538427,0.9979543728384656
56767825,Cn1cc(cn1)NC(=O)c1ccc(nc1)OCC1CCOCC1,1,0.6610169491525424,2.4516963515086863,0.9989242230966292
222766824,CN1CCC(O)(CC1)CNC(=O)C1CCCCCC1,1,0.32727272727272727,2.4580846201872872,0.9989305278653253
168892617,CCc1nc(cn2nc(cc12)C1=CC(=O)N2C=C(C=C(C)C2=N1)C1CCN(C)CC1)C,1,0.2641509433962264,3.444090300791014,0.9980304282610358
413444,OC1CCN(CC1)c1ncc(c(n1)-c1cccs1)-c1cnccn1,1,0.5925925925925926,2.2918516531400437,0.9996620239898201
49008924,CN(CC1CCC1)C(=O)C1CCN(CC1)c1ccc2nncn2n1,1,0.546875,2.068374724270031,0.9979575566350851
23998591,Cc1ccsc1C(=O)Nc1nc2ccccc2s1,1,0.42,1.812883614576994,0.999691479190704
3593846,COc1cc2c(cc1OC)CN(CC2)C(=O)C1CCCN(C1)C(=O)c1ccc(cc1)Cl,1,0.6349206349206349,1.8363284020024095,0.9994846052063825
43423841,CN(C)C(=O)CN1CCN(CC1)C(=O)c1ccc2ccccc2c1O,1,0.5370370370370371,1.5461704304505786,0.9987456174165136
423170,Cc1ncc(c(n1)CCNC(=O)C1CCCC1)-c1ccccn1,1,0.36923076923076925,1.4406897653555242,0.9992984453382387
48340662,CCCN1CCCN(CC1)c1ncccc1C#N,1,0.52,1.8281249957265875,0.9977493238648527
197317,CCCn1ncc2ccc(nc12)C1CCCN(C1)CC(=O)N1CCCC1,1,0.6,1.8145104022852243,0.9989538043075247
36635336,CN1CCN(CC1)C1=C2C=CC=CC2=Nc2ccc(cc2N1)Cl,1,0.2878787878787879,1.7123361235459091,0.9976788368355829
44105331,Cc1cccc(c1)N1CCN(CCCCNC(=O)c2c(cccc2F)F)CC1,1,0.3787878787878788,2.7001242563998913,0.9984249353840119
43021930,CCCCOc1ccccc1-c1cc([nH]n1)C(=O)NCc1ccccc1C,1,0.625,2.3903734017930947,0.9986416155975651
48931495,CN(C)S(=O)(=O)c1cc(ccc1C)NC(=O)CN(C)C1CCCCC1,1,0.5423728813559322,3.48049938945542,0.9971974421766727
49985873,COc1ncccc1CNc1ncnc2n(ncc12)C,1,0.4,2.462740140575347,0.9993162902285848
3473190,C(c1ccccc1)c1ccccc1-c1nnc(o1)-c1cccnc1,1,0.39622641509433965,1.1618790814884066,0.9990601810919639
300566847,CCN(CC)C(=O)c1ccc(cc1)C1=CC2(CCNCC2)Oc2cccc(c21)O,1,0.31666666666666665,2.414047638303864,0.9994567889797468
50136169,CC(=O)Nc1ccc(cc1)C(=O)N1CCc2ncncc2C1,1,0.3492063492063492,1.6000115624586373,0.9988974169788251
33297195,NC(=O)COc1ccccc1-c1ccccc1,1,0.40476190476190477,2.292411612254636,0.9939381113447385
36467131,CCOc1ccc(cc1)-c1ccccc1NC(=O)COC,1,0.3584905660377358,1.477641363795926,0.9988944526144315
68918136,CCOCCNC(=O)c1cccc(c1)-c1cc(ccc1OC)F,1,0.4782608695652174,1.4494033255104888,0.9986075172466694
11000834,CCOC(=O)c1cc2ccccc2n1CC(=O)c1ccc(cc1)F,1,0.3888888888888889,1.8718092851571777,0.9991035130603493
36924312,O=C1CNC(=O)N1CCCN1CCc2sccc2C1,1,0.3548387096774194,1.8253900952949151,0.9991927797325175
53752451,Fc1ccc(cc1)CNC(=O)C1CCN(CC1)C(=O)/C=C/c1ccc(cc1)F,1,0.36507936507936506,1.8613156637172692,0.9992145377634853
26060327,Fc1ccc(cc1)CNC(=O)C1CCN(CC1)C(=O)/C=C/c1ccccc1,1,0.3870967741935484,1.0227648801172693,0.9993753403250062
31911519,CCn1cc(cn1)NC(=O)c1ccccc1C,1,0.42857142857142855,1.0667689534289653,0.9997408776100865
31928328,Cn1cc(cn1)NC(=O)c1ccccc1C(F)(F)F,1,0.48148148148148145,1.8619304498292113,0.9990291456371269
50282202,CCS(=O)(=O)N1CCN(CC1)c1ccc(cc1)Nc1ncc(c(n1)NC1CC1)C(=O)N,1,0.32608695652173914,4.975640360797766,0.9919864525710388
44424625,Cc1ccc(cc1)-c1ccc(o1)-c1nccn1CCCn1cnnc1,1,0.3387096774193548,1.862606507021408,0.9993257815614912
53789119,O=C(NCCN1CCc2ccccc2C1=O)c1ccon1,1,0.31343283582089554,2.1968429620706833,0.9983330263494309
177388619,CCc1nc(cc(n1)N1CCCC2(CCNCC2)CC1)C,1,0.5094339622641509,2.9334616070437,0.9984902711048697
412756,COc1ccc(cc1)C1=C(N2C(=O)N(C)N=C2N=N1)c1ccc(cc1)OC,1,0.31666666666666665,1.3984634424967515,0.9988455573838569
231820085,Cc1ccc(c(c1)S(=O)(=O)N1CCCN(CC1)C1CCC1)C,1,0.5,2.1773729584067096,0.9987544495516403
43798139,CC(=O)Nc1ccccc1OCCOc1ccc(cc1)Cl,1,0.3620689655172414,1.7059621918435495,0.9967733136587075
44699501,OCCCCCn1cc(nn1)-c1ccccc1-c1ccco1,1,0.2898550724637681,1.6670398915435227,0.9988998233556746
3112768,N#Cc1ccc(cc1)COc1cnc2ccccc2n1,1,0.4230769230769231,1.6214465763631718,0.9983975169996903
31910305,Cc1nc(c(s1)C(=O)Nc1cccc(c1)-c1ccn[nH]1)C,1,0.7192982456140351,1.8117618496915966,0.9992419064408431
48670752,CN(C)c1ccc2c(c1)Sc1cc(ccc1N2)N(C)C,1,0.2777777777777778,1.5605547090698657,0.9988973506999501
33324451,O=C(NCC1CCC1)c1ccc(nn1)-n1ccnc1,1,0.38095238095238093,1.7527204568904964,0.9992377223637168
217047,Cc1cn[nH]c1C1(C)CCN(CC1)Cc1cnn(c1)C,1,0.36507936507936506,2.2230175437902004,0.9990931389176576
141603,CC(C)CC(=O)N1CCC(CC1)(Cc1cccc(c1)-c1cncnc1)C(=O)NC(C)C,1,0.37037037037037035,2.4446891417932686,0.9995183769618212
18898062,CCC(CC)NC(=O)c1cc(nc2onc(c12)C)C,1,0.5961538461538461,1.4287931970724885,0.9996371683076382
29261445,COc1ccc(cc1)CNC(=O)c1sc2nc(cc(c2c1N)C)C,1,0.34375,2.0618237073029264,0.9991693214769819
7695671,Cc1cccc(c1)OCC(=O)Nc1ccc2c(c1)C(=O)N(C2=O)c1ccccc1,1,0.4067796610169492,2.1462273877667157,0.9986900491557988
25670537,Fc1ccccc1-c1cnc(o1)-c1ccccc1C(=O)N1CCC1,1,0.3492063492063492,1.3905063825813215,0.9991683124240935
43258693,O=C(N1CCOCC1c1ccn[nH]1)c1ccc2c(c1)CCCC2,1,0.3230769230769231,2.3681718687631053,0.9978710176123377
3333585,O=C(CSc1nnc([nH]1)-c1cccs1)N1CCCCCC1,1,0.39622641509433965,2.13593375365389,0.999245489474579
49159718,CS(=O)(=O)CCc1nc(nn1-c1ccccc1)C1(CC1)c1ccccc1,1,0.3333333333333333,2.199723391702076,0.9982936220641301
49041586,CC(C)N(Cc1nnc(o1)C(C)C)C1CCOCC1,1,0.3157894736842105,1.3065465931229099,0.9993166248356201
171948773,Cc1ccc(cc1)OCC1(O)CCN(CC1)CC1(O)CCN(CC1)c1ccccc1C,1,0.3472222222222222,5.053753852335997,0.9987985525783883
29665183,COc1cccc(c1)-c1nnn(n1)Cc1cc(cc2cccnc12)F,1,0.4067796610169492,1.188169179873204,0.9991675745582174
45751322,CN(CCc1ccccn1)C(=O)Nc1nncs1,1,0.4,0.7344902994603036,0.9997773549139147
3477427,Cc1nnc(s1)NC(=O)c1ccccc1-c1ccc(cc1)C(F)(F)F,1,0.38181818181818183,1.0695840312945064,0.998912839063146
31997330,CC1CCN(CC1)Cc1ccc(cc1)NC(=O)c1ccccn1,1,0.4426229508196721,2.4501379552997173,0.9985755204747395
36334458,CCC(=O)Nc1cccc(c1)C(=O)N1CCN(C)Cc2ccccc21,1,0.4090909090909091,1.5047551295809158,0.9986794719458442
150507,Fc1ccc(cc1)Cc1cccc(n1)C1CCN(CC1)C(=O)CCc1ccccc1,1,0.5076923076923077,1.844602396181528,0.9993417528848682
1542910,CCOC(=O)c1ccc(cc1)NC(=O)Cn1cnc2ccccc12,1,0.4426229508196721,1.9078550783534567,0.9989431648700619
35747521,Cc1noc(c1CS(=O)(=O)Cc1cccc2c1OCCO2)C,1,0.39344262295081966,1.7327835987219646,0.9983088430094162
177307724,COC1(CCN(CC1)Cc1cnc(o1)C)c1nc(no1)Cc1ccccc1,1,0.6666666666666666,1.2593669044405715,0.9991240682573388
