Name,Parent,SMILES,outer_fold,max_similarity_to_train,min_euclidean_distance_to_train,max_cosine_similarity_to_train
30020148_1591,30020148,N#CCSCC(=O)NC1CCCCCC1,1,0.3877551020408163,2.1853377313358546,0.9978380668099072
27429921_447,27429921,Cc1nc(C(C)C)sc1C(=O)Nc1nc(C(C)(C)C)cs1,1,0.4897959183673469,1.5711311211983257,0.9994154031664237
89942347_3160,89942347,CC(C)(O)Cn1nc(-c2ccccc2)c2c(Cl)c(-c3ccccc3)nnc21,1,0.36363636363636365,2.235049440169006,0.9985259729195904
48759758_2484,48759758,COC(C)(C)C(=O)Nc1ccnc(C(C)(C)C)n1,1,0.43478260869565216,1.419128605870427,0.9993056540115705
13159362_1461,13159362,Cc1ccc2cccc(OCC(=O)N(C)c3ccccc3)c2n1,1,0.4,1.3886385418818554,0.9983556166371581
315782_1815,315782,Cc1[nH]c2cc(-c3[nH+]ccn3C)nn2/c(=N\Cc2cccnc2)c1C,1,0.6190476190476191,3.1457145452186994,0.9994607171074326
315782_1813,315782,Cc1nc2cc(-c3[nH+]ccn3C)nn2c(NCc2cccnc2)c1C,1,0.6129032258064516,3.247845593620378,0.9995370863885532
315782_1814,315782,Cc1[nH]c2cc(-c3[nH+]ccn3C)nn2/c(=[NH+]/Cc2cccnc2)c1C,1,0.6190476190476191,5.259012549900276,0.9994003468856831
36260547_935,36260547,N#CCCC[N@H+]1CC[C@H](c2c[nH]c3ccccc32)CC1,1,0.3939393939393939,1.4465890916220463,0.9990952501422149
36915937_984,36915937,O=C(CCNc1nccc[nH+]1)N1CCc2ccccc2C1,1,0.36065573770491804,2.0345783346923283,0.9986407160614567
36915937_983,36915937,O=C(CCNc1ncccn1)N1CCc2ccccc2C1,1,0.38333333333333336,1.627602531332547,0.9993411654087152
35690264_1426,35690264,O=C(Nc1ccc(N2CCOCC2)nc1)N1CCc2sccc2C1,1,0.4090909090909091,1.8656658328865832,0.9994535766932714
35690264_1427,35690264,O=C(Nc1ccc(N2CCOCC2)[nH+]c1)N1CCc2sccc2C1,1,0.4090909090909091,2.5101651340100655,0.9992367830926254
42907173_247,42907173,CSCC(=O)N1CCN(C(=O)CSC)C2(CCCCC2)C1,1,0.3,1.5889156679949832,0.9992743810180876
43021930_3509,43021930,CCCCOc1ccccc1-c1cc(C(=O)NCc2ccccc2C)[nH]n1,1,0.625,2.433606993743812,0.9985944772625657
43021930_3508,43021930,CCCCOc1ccccc1-c1cc(C(=O)NCc2ccccc2C)n[nH]1,1,0.640625,2.635472822853065,0.9984540455877453
49829589_3159,49829589,NC(=O)CCCSc1nc(N)nc(-c2c(Cl)cc3c4c(cccc24)COC3)n1,1,0.22988505747126436,2.6767420495818706,0.9983813975399713
232847331_2859,232847331,Cc1nn(CC[N-]S(=O)(=O)N2CCCCC2)c(C)c1C,1,0.7619047619047619,3.372263186644722,0.9971390972830375
232847331_2858,232847331,Cc1nn(CCNS(=O)(=O)N2CCCCC2)c(C)c1C,1,0.7619047619047619,1.2496367472188379,0.9991898389229592
33313717_1494,33313717,Cn1cc(C(=O)NCCc2c[nH]c3ccccc23)c(-c2cccnc2)n1,1,0.37142857142857144,3.265700384298227,0.9994298573721835
16252179_448,16252179,CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C,1,0.3548387096774194,2.2399687497816654,0.9991456020694088
36332254_816,36332254,Cc1nc(C)c2c(C)c(C(=O)N(C)CC[NH+]3CCCC3)sc2n1,1,0.543859649122807,2.562860706320212,0.9991010373692626
35754541_1582,35754541,CN1CCc2ncnc(N3CCCN(c4nccs4)CC3)c2C1,1,0.42105263157894735,1.692899583554456,0.9990915204466102
35754541_1581,35754541,C[N@@H+]1CCc2ncnc(N3CCCN(c4nccs4)CC3)c2C1,1,0.3770491803278688,2.1618635479606136,0.9987698880126256
43366944_1213,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(C[N@H+]4CC[N@H+](C)CC4)cc3C2)c([O-])cc1O,1,0.30985915492957744,3.789638109371485,0.9982407253516813
43366944_1210,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(C[NH+]4CCN(C)CC4)cc3C2)c([O-])cc1O,1,0.34782608695652173,3.928830487562494,0.9975170446584101
43366944_1212,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(C[NH+]4CCN(C)CC4)cc3C2)c(O)cc1[O-],1,0.34782608695652173,3.7738363769510612,0.9983848126959506
43366944_1207,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CC[NH+](C)CC4)cc3C2)c([O-])cc1O,1,0.29577464788732394,3.6926147917160113,0.9980076949030311
43366944_1209,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CC[NH+](C)CC4)cc3C2)c(O)cc1[O-],1,0.29577464788732394,3.263104196926977,0.9990863764711254
43366944_1211,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(C[NH+]4CCN(C)CC4)cc3C2)c(O)cc1O,1,0.36363636363636365,3.1053259088219596,0.99888578092455
43366944_1208,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CC[NH+](C)CC4)cc3C2)c(O)cc1O,1,0.3088235294117647,2.990194308067858,0.9982636948658676
106929051_1505,106929051,O=c1c2cccn2c2ccccc2n1CCC[N@H+]1CC[C@H](c2ccc(Cl)cc2)CC1,1,0.46875,2.3861215392342965,0.9985075370649384
36635336_3616,36635336,C[NH+]1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1,0.3181818181818182,1.4990830530689898,0.9988577432534745
36635336_3614,36635336,C[NH+]1CC[N+](=C2Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1,0.25,2.3424529877886506,0.9988703798721811
36635336_3615,36635336,CN1CC[N+](=C2Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1,0.23684210526315788,1.919015372528359,0.9987233684259628
140213_1127,140213,C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1,1,0.4507042253521127,2.4446891417932686,0.9984267341828875
30438633_1364,30438633,CN1C(=O)COc2ccc(NC(=O)CCN3C(=O)COc4ccc(Cl)cc43)cc21,1,0.5606060606060606,1.525073440854293,0.9985561820820076
73014318_1271,73014318,Fc1ccc(NCc2cccc(OCCN3CCOCC3)c2)nc1,1,0.35,2.808932181452582,0.99815599525955
73014318_1272,73014318,Fc1ccc(NCc2cccc(OCC[NH+]3CCOCC3)c2)nc1,1,0.4,2.255562235896202,0.9994522182812164
73014318_1273,73014318,Fc1ccc(NCc2cccc(OCCN3CCOCC3)c2)[nH+]c1,1,0.3333333333333333,2.5132037322907186,0.9962316747808514
27448904_3627,27448904,Fc1ccc(Nc2nc(N3CCCCC3)c3nccnc3[nH+]2)cc1,1,0.2903225806451613,2.4674748225667487,0.9982679955098833
27448904_3626,27448904,Fc1ccc(Nc2nc(N3CCCCC3)c3nccnc3n2)cc1,1,0.375,1.882703375468678,0.9997644753626374
