Name,Parent,SMILES,outer_fold,max_similarity_to_train,min_euclidean_distance_to_train,max_cosine_similarity_to_train
30020148_1591,30020148,N#CCSCC(=O)NC1CCCCCC1,1,0.3877551020408163,1.758605413388736,0.9985030901150119
27429921_447,27429921,Cc1nc(C(C)C)sc1C(=O)Nc1nc(C(C)(C)C)cs1,1,0.4897959183673469,1.7798157207977234,0.9996861587355222
89942347_3160,89942347,CC(C)(O)Cn1nc(-c2ccccc2)c2c(Cl)c(-c3ccccc3)nnc21,1,0.36363636363636365,2.1281917206865573,0.9986758723764909
48759758_2484,48759758,COC(C)(C)C(=O)Nc1ccnc(C(C)(C)C)n1,1,0.43478260869565216,1.289901546630564,0.9992270110475469
13159362_1461,13159362,Cc1ccc2cccc(OCC(=O)N(C)c3ccccc3)c2n1,1,0.4,1.5776964220023908,0.9984790864477746
315782_1815,315782,Cc1[nH]c2cc(-c3[nH+]ccn3C)nn2/c(=N\Cc2cccnc2)c1C,1,0.6190476190476191,2.8633405316183,0.9997708838505521
315782_1813,315782,Cc1nc2cc(-c3[nH+]ccn3C)nn2c(NCc2cccnc2)c1C,1,0.6129032258064516,2.540482237688584,0.9997118313856251
315782_1814,315782,Cc1[nH]c2cc(-c3[nH+]ccn3C)nn2/c(=[NH+]/Cc2cccnc2)c1C,1,0.6190476190476191,4.524699990055238,0.9994656697722032
36260547_935,36260547,N#CCCC[N@H+]1CC[C@H](c2c[nH]c3ccccc32)CC1,1,0.3939393939393939,1.709760801983176,0.9995442259108267
36915937_984,36915937,O=C(CCNc1nccc[nH+]1)N1CCc2ccccc2C1,1,0.36065573770491804,1.5983560304264863,0.9982781667243567
36915937_983,36915937,O=C(CCNc1ncccn1)N1CCc2ccccc2C1,1,0.38333333333333336,1.6872987287376016,0.9988418726213101
35690264_1426,35690264,O=C(Nc1ccc(N2CCOCC2)nc1)N1CCc2sccc2C1,1,0.4090909090909091,1.7132944872383338,0.9993543002245218
35690264_1427,35690264,O=C(Nc1ccc(N2CCOCC2)[nH+]c1)N1CCc2sccc2C1,1,0.4090909090909091,2.6368039365868814,0.9991860770816696
42907173_247,42907173,CSCC(=O)N1CCN(C(=O)CSC)C2(CCCCC2)C1,1,0.3,2.032295254139784,0.9994662614212707
43021930_3509,43021930,CCCCOc1ccccc1-c1cc(C(=O)NCc2ccccc2C)[nH]n1,1,0.625,2.5195114605808593,0.9987058443756244
43021930_3508,43021930,CCCCOc1ccccc1-c1cc(C(=O)NCc2ccccc2C)n[nH]1,1,0.640625,2.408647338237048,0.9987722796612057
49829589_3159,49829589,NC(=O)CCCSc1nc(N)nc(-c2c(Cl)cc3c4c(cccc24)COC3)n1,1,0.22988505747126436,2.5270059358853247,0.9989056583815842
232847331_2859,232847331,Cc1nn(CC[N-]S(=O)(=O)N2CCCCC2)c(C)c1C,1,0.7619047619047619,2.8303036939526187,0.9968301172400837
232847331_2858,232847331,Cc1nn(CCNS(=O)(=O)N2CCCCC2)c(C)c1C,1,0.7619047619047619,1.2958638045724178,0.9992449950197355
33313717_1494,33313717,Cn1cc(C(=O)NCCc2c[nH]c3ccccc23)c(-c2cccnc2)n1,1,0.37142857142857144,3.706596417200668,0.999597878519265
16252179_448,16252179,CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C,1,0.3548387096774194,1.8888644736983302,0.9990503486665924
36332254_816,36332254,Cc1nc(C)c2c(C)c(C(=O)N(C)CC[NH+]3CCCC3)sc2n1,1,0.543859649122807,2.1520736511559244,0.9992596949304312
35754541_1582,35754541,CN1CCc2ncnc(N3CCCN(c4nccs4)CC3)c2C1,1,0.42105263157894735,1.9936792620682153,0.9990548966089001
35754541_1581,35754541,C[N@@H+]1CCc2ncnc(N3CCCN(c4nccs4)CC3)c2C1,1,0.3770491803278688,2.9492514304481676,0.9989019354251065
43366944_1213,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(C[N@H+]4CC[N@H+](C)CC4)cc3C2)c([O-])cc1O,1,0.30985915492957744,3.899373282976918,0.998975271077709
43366944_1210,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(C[NH+]4CCN(C)CC4)cc3C2)c([O-])cc1O,1,0.34782608695652173,3.817387064472289,0.9969148453444685
43366944_1212,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(C[NH+]4CCN(C)CC4)cc3C2)c(O)cc1[O-],1,0.34782608695652173,3.6866874019910894,0.9971483905996453
43366944_1207,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CC[NH+](C)CC4)cc3C2)c([O-])cc1O,1,0.29577464788732394,3.7192060980806407,0.9965065169888812
43366944_1209,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CC[NH+](C)CC4)cc3C2)c(O)cc1[O-],1,0.29577464788732394,3.5555085430918036,0.9969579671639147
43366944_1211,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(C[NH+]4CCN(C)CC4)cc3C2)c(O)cc1O,1,0.36363636363636365,2.978101240723432,0.9994746355592123
43366944_1208,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CC[NH+](C)CC4)cc3C2)c(O)cc1O,1,0.3088235294117647,2.697608755916679,0.999328818492173
106929051_1505,106929051,O=c1c2cccn2c2ccccc2n1CCC[N@H+]1CC[C@H](c2ccc(Cl)cc2)CC1,1,0.46875,2.304934923159782,0.9986557709806998
36635336_3616,36635336,C[NH+]1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1,0.3181818181818182,1.827103719004506,0.998502551395066
36635336_3614,36635336,C[NH+]1CC[N+](=C2Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1,0.25,2.1269111405979078,0.9981305584781838
36635336_3615,36635336,CN1CC[N+](=C2Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1,0.23684210526315788,1.8901957570579637,0.9984916636162608
140213_1127,140213,C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1,1,0.4507042253521127,2.075200954124716,0.9985334871514632
30438633_1364,30438633,CN1C(=O)COc2ccc(NC(=O)CCN3C(=O)COc4ccc(Cl)cc43)cc21,1,0.5606060606060606,1.7102491046628487,0.9988205604776023
73014318_1271,73014318,Fc1ccc(NCc2cccc(OCCN3CCOCC3)c2)nc1,1,0.35,2.3939440260791076,0.9979008643113518
73014318_1272,73014318,Fc1ccc(NCc2cccc(OCC[NH+]3CCOCC3)c2)nc1,1,0.4,2.3244059456128254,0.9989318100463596
73014318_1273,73014318,Fc1ccc(NCc2cccc(OCCN3CCOCC3)c2)[nH+]c1,1,0.3333333333333333,2.971485150560171,0.9945933506040241
27448904_3627,27448904,Fc1ccc(Nc2nc(N3CCCCC3)c3nccnc3[nH+]2)cc1,1,0.2903225806451613,2.088926039858893,0.9993111881044628
27448904_3626,27448904,Fc1ccc(Nc2nc(N3CCCCC3)c3nccnc3n2)cc1,1,0.375,1.5344995927005614,0.9994916623517321
Z1611059418_1216,Z1611059418,CC(C)c1nnc(NCc2ccn(C)c2)o1,1,0.5681818181818182,1.8740618986575992,0.9995769306115131
Z1611059418_1217,Z1611059418,CC(C)c1n[nH+]c(NCc2ccn(C)c2)o1,1,0.6,1.9162392856844457,0.9994134109289059
49973690_2055,49973690,C1CCC(OCc2noc(C3CC3)n2)CC1,1,0.35185185185185186,1.7891039656764691,0.9986484960004011
50610014_2841,50610014,COC(=O)N1CC(NCc2c(C)nn(C(C)(C)C)c2C)C1,1,0.2982456140350877,1.6882650858197759,0.9993308764213574
