Name,SMILES,outer_fold,max_similarity_to_train,min_euclidean_distance_to_train,max_cosine_similarity_to_train
15283106,COc1ccc(cc1)NC(=O)C(C)N1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.463768115942029,1.794166380244683,0.9990975081370506
15267776,Cc1ccc(c(c1)NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F)C,1,0.4189189189189189,1.5146811545669026,0.9986873946574939
15276004,Fc1cccc(c1)NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.4788732394366197,1.6987724980115835,0.9984421388676952
15270501,Cc1ccc(cc1)NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.42857142857142855,1.7320897782736977,0.9992082209387715
16678763,Cc1cccc(c1)NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.4722222222222222,1.6914484916777943,0.9989394547609585
15288168,FC(F)(F)c1ccc(nc1)N1CCCN(CC1)CC(=O)Nc1ccccc1,1,0.5,1.5914421133048944,0.9990129200613623
15267170,Cc1ccc(c(c1)F)NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.41333333333333333,1.6403014966764908,0.9988425752448277
15267772,FC(F)(F)c1ccc(nc1)N1CCCN(CC1)CC(=O)Nc1ccccc1Cl,1,0.4520547945205479,1.571634181354044,0.9982759020070072
43423180,COc1ccc(cc1NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F)Cl,1,0.44871794871794873,1.6227834113025832,0.998891473877245
15275058,Fc1ccccc1NC(=O)CN1CCCN(CC1)c1ccc(cn1)C(F)(F)F,1,0.4782608695652174,1.4610273782514926,0.9988238108963549
12013114,CN1C(=O)N(CC(=O)NCc2ccc(cc2)Cl)C(=O)C21CCCCC2,1,0.4098360655737705,2.00056442035761,0.9991517849243733
303172217,CC1=C2N(C(=O)C(=C1)Nc1cc(ncn1)N)C1(CCCCC1)NC2=O,1,0.26865671641791045,3.2609001824650963,0.9985772636180568
