Name,Parent,SMILES,outer_fold,max_similarity_to_train,min_euclidean_distance_to_train,max_cosine_similarity_to_train
30020148_1591,30020148,N#CCSCC(=O)NC1CCCCCC1,1,0.3877551020408163,1.7224616106027741,0.9989764576626259
27429921_447,27429921,Cc1nc(C(C)C)sc1C(=O)Nc1nc(C(C)(C)C)cs1,1,0.4897959183673469,1.3196275989835338,0.9992646462503941
89942347_3160,89942347,CC(C)(O)Cn1nc(-c2ccccc2)c2c(Cl)c(-c3ccccc3)nnc21,1,0.36363636363636365,1.8545344429264043,0.9988550535072209
48759758_2484,48759758,COC(C)(C)C(=O)Nc1ccnc(C(C)(C)C)n1,1,0.43478260869565216,1.330060900861296,0.9991806691279003
13159362_1461,13159362,Cc1ccc2cccc(OCC(=O)N(C)c3ccccc3)c2n1,1,0.4,1.1987022148974573,0.998399038244297
315782_1815,315782,Cc1[nH]c2cc(-c3[nH+]ccn3C)nn2/c(=N\Cc2cccnc2)c1C,1,0.6190476190476191,2.8526331695476403,0.9993642137299351
315782_1813,315782,Cc1nc2cc(-c3[nH+]ccn3C)nn2c(NCc2cccnc2)c1C,1,0.6129032258064516,2.9644923680115407,0.9993319005136079
315782_1814,315782,Cc1[nH]c2cc(-c3[nH+]ccn3C)nn2/c(=[NH+]/Cc2cccnc2)c1C,1,0.6190476190476191,4.401033969421833,0.9991743444329801
36260547_935,36260547,N#CCCC[N@H+]1CC[C@H](c2c[nH]c3ccccc32)CC1,1,0.3939393939393939,1.325211303905894,0.9991320223819256
36915937_984,36915937,O=C(CCNc1nccc[nH+]1)N1CCc2ccccc2C1,1,0.36065573770491804,2.103728594662185,0.9975788811727494
36915937_983,36915937,O=C(CCNc1ncccn1)N1CCc2ccccc2C1,1,0.38333333333333336,1.657568701441922,0.9991460501748662
35690264_1426,35690264,O=C(Nc1ccc(N2CCOCC2)nc1)N1CCc2sccc2C1,1,0.4090909090909091,2.602715697113505,0.9975246203251491
35690264_1427,35690264,O=C(Nc1ccc(N2CCOCC2)[nH+]c1)N1CCc2sccc2C1,1,0.4090909090909091,2.311538232432597,0.998972948418007
42907173_247,42907173,CSCC(=O)N1CCN(C(=O)CSC)C2(CCCCC2)C1,1,0.3,1.3676900233603175,0.9991749952820788
43021930_3509,43021930,CCCCOc1ccccc1-c1cc(C(=O)NCc2ccccc2C)[nH]n1,1,0.625,2.3145591372872634,0.9987382953257096
43021930_3508,43021930,CCCCOc1ccccc1-c1cc(C(=O)NCc2ccccc2C)n[nH]1,1,0.640625,2.520071427558997,0.9984628121387732
49829589_3159,49829589,NC(=O)CCCSc1nc(N)nc(-c2c(Cl)cc3c4c(cccc24)COC3)n1,1,0.22988505747126436,2.5100804767975613,0.9989299220769038
232847331_2859,232847331,Cc1nn(CC[N-]S(=O)(=O)N2CCCCC2)c(C)c1C,1,0.7619047619047619,2.816532797607647,0.9972857320114494
232847331_2858,232847331,Cc1nn(CCNS(=O)(=O)N2CCCCC2)c(C)c1C,1,0.7619047619047619,1.1431474095671572,0.9991283191364925
33313717_1494,33313717,Cn1cc(C(=O)NCCc2c[nH]c3ccccc23)c(-c2cccnc2)n1,1,0.37142857142857144,2.8956589923546936,0.9993892297348879
16252179_448,16252179,CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C,1,0.3548387096774194,1.9984233785659007,0.9990830106244931
